Genome project	Gene stable ID	Chromosome/scaffold name	Gene biotype	GO term name	InterPro short description	Paralogue gene stable ID
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006192
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006189
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006186
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006191
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006188
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006196
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006190
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006184
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006187
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006259
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006252
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006258
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006257
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00008321
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006253
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006256
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00013812
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00012349
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006232
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00011211
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006070
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006211
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006219
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006218
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006217
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006216
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006215
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006230
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006229
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006231
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00005638
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006264
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006265
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006289
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006281
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006266
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006275
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006276
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006263
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006270
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006273
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006283
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006268
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006277
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006069
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006286
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006287
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006288
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00021216
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00021217
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006274
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006282
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006278
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006272
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006280
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006284
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006261
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006262
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006260
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00007360
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006271
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006279
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006239
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006224
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006221
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006251
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00010273
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00005639
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006199
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006213
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00021177
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006212
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006209
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006210
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006208
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006140
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006200
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006202
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006201
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006203
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006205
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006206
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	olfactory behavior	7TM_GPCR_serpentine_rcpt_Str	WBGene00006204
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006226
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006139
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006137
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006146
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006169
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006148
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006150
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006151
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00007370
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006149
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006174
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006176
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006152
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00021573
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006178
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006172
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006170
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00021569
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006175
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006171
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006179
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005606
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005607
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005608
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005622
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005624
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005633
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005617
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005626
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005631
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005627
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005625
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005629
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005634
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005635
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005621
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005628
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005623
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005618
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005632
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006180
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006182
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00011518
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006157
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00008637
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006156
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006162
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006158
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006159
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006153
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006143
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00010591
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006160
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00012397
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006154
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006161
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006155
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005596
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005593
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005597
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005595
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005594
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005616
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005610
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005613
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005611
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005609
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005612
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005615
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005614
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005592
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005599
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005602
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005601
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005598
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005603
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00005591
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006147
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006165
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006085
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006145
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006144
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006083
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006167
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006164
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006166
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00003856
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006163
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006234
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006233
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006225
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006236
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006228
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00012575
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006222
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006235
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006241
caenorhabditis_elegans_prjna13758	WBGene00018915	V	protein_coding	G protein-coupled receptor signaling pathway	7TM_GPCR_serpentine_rcpt_Str	WBGene00006244
